Gender,Age,Marital Status,Educational Level,Monthly Income (JOD),Family Size,ECP of retailers (you/your family mostly use) ??? ???? ???? ????? ????????? ???????? ??? ?? ?????? ,How many times do you (or your family) use one or more from the above selected ECPs? ?? ??? ???? ??? ?? ?????? ??????? ?? ???? ????? ?????????? ,How many products do you (or your family) buy each time you use these platforms?  ?? ???? ??? ????? ?? ?? ??? ???? ?????? ??????? ,"I can maneuver easily between related pages, and between different sections to find the content I need. ?????? ?????? ?????? ??? ????? ???? ??????? ??????????? ??? ????? ???? ??????? ???????? ?????? ??? ??????? ???? ??????.",How did you find about the ECPs of these retailers? ??? ???? ?? ????? ??????? ??????????? ????,I can find quickly what I am seeking. ?????? ?? ??? ????? ?? ????? ????.,The terminology of the headings is understandable. ??????? ???????? ??????.,The links color within the content area are obvious to the user. ??? ??????? ???????? ??? ?????? ????? ???????? ????? ??????? ?? ???? ???????,I found the information where I expect it to be. ??? ???? ????????? ???? ???? ??? ????? ?? ???? ,The ECP structure and layout hinder usage and lead to errors. ???? ???? ??????? ??????????? ??????? ?????? ????????? ??????? ??? ???? ?????,The intra-page navigation is effective and logical. ?????? ???? ?????? ???? ??????,The structure of the content facilitated the achievement of my goals. ???? ????? ???? ????? ?????? ?? ??????? ????? ??????,The ECP content addresses my goals and objectives as a user. ?????? ????? ???? ??????? ??????????? ?????? ??????? ,The ECP content is of value to me as a user. ????? ???? ??????? ??????????? ?????,The informational content is concise and comprehensive. ??????? ?????????? ???? ?????,The ECP supports the flexible use. ???? ???? ??????? ??????????? ??????? ?? ????????? ,I enjoyed using the ECP. ??? ??????? ?????? ???? ??????? ??????????? ,I am satisfied with what is available on the ECP. ??? ??? ?? ?? ?? ???? ??? ???? ??????? ??????????? ,I found the ECP easy to learn and effective to use. ??? ???? ???? ??????? ??????????? ???? ?????? ?????? ?? ?????????,"The ECP tone, use of graphics and colors and the graphical intensity is appropriate. ????? ???? ??????? ??????????? ??????? ???????? ????? ???????? ???? ????? ","The ECP standardized aesthetic norms (e.g., balance, visual load) are appropriate. ???????? ???????? ????? ??????? ??????????? (??? ??????? ?????? ??????) ??????.",The screen content displays only the information I need at a given time. ???? ???? ??????? ??????????? ????????? ???? ??????? ??? ?? ??? ????.,I was able to locate the available functionality (e.g. search functionality) easily ????? ?? ????? ??????? ??????? (??? ???? ?????? ? ????? ?????) ??????,I was able to use the available functionality. ??? ????? ??? ??????? ??????? ???????,The available functionality meets the needs of both novice and expert users. ??????? ??????? ???? ???????? ?????????? ????????? ???????? ??? ??? ????,The content of product offerings on the ECP is simple and understandable. ????? ???? ???????? ??? ???? ??????? ???????????  ????? ???????.,"I enjoyed the innovative look-and-feel of the ECP, and the tone used made the ECP's content easy to read. ???? ?????????? ??????? ???????? ??????? ????? ??????? ??????????? ????? ???? ?????? ???.",The ECP uses friendly terminology which is easy to understand. ?????? ???? ??????? ??????????? ??????? ????? ???? ?????.,"The ECP is engaging and includes innovative sections (e.g., new product info and reviews). ???? ???? ??????? ??????????? ?????? ?????? ??????? ????? ??? ??????? ?????? ?????? ?? ???? ?????????? ???????? ???????? ??? ??????.",The colors used in the ECP are appealing. ??????? ????????? ?? ???? ??????? ??????????? ?????.,The pictures and illustrations used helped me in my online purchasing decision. ??????? ????? ??????? ????????? ????????? ?? ????? ???? ?????? ??? ????????.,The ECP content is clear and easy to read. ????? ???? ??????? ??????????? ???? ???? ???????.,The text size used in the ECP content is appropriate and easy to read. ??? ???? ???????? ?? ????? ???? ??????? ??????????? ????? ????? ??????,The ECP content is simple and appropriate where the content is not too little or too much. ??????? ??????? ??? ???? ??????? ??????????? ???? ??????.,The product naming in navigation menus is intuitive and help me to access suitable products.????? ?????? ?? ????? ?????? ?????? ???????? ?? ?????? ??? ???????? ????????.,The homepage identified the proposed value of purchasing a product. ???? ?????? ???????? ????? ?????? ???? ???? ??,The ECP design is simple and intuitive and I can understand the product offerings easily. ????? ???? ??????? ??????????? ???? ?????? ??????? ??? ???? ???????? ??????,I find the ECP useful for my search task. ??? ???? ??????? ??????????? ????? ??????? ????? ???? ???? ???,I find it easy to get the ECP to do what I want it to do. ?????? ???? ??????? ??????????? ??? ??? ???? ????? ?????? ?????? ??????? ?????? ,I find the ECP entertaining. ??? ???? ??????? ??????????? ?????,I like the look and feel of the ECP. ??? ??? ??? ?????? ???? ??????? ???????????.,I think the ECP is trustworthy. ????? ?? ???? ??????? ??????????? ????? ??????.,The ECP communicates relevant information. ???? ??? ?????? ????????? ??? ?????,It is easy to understand the overall navigation structure of the ECP. ?? ????? ??? ?????? ????? ?????? ???? ???? ??????? ???????????,The pages of the ECP do not stop loading when I search. ??????? ??? ???? ??????? ??????????? ?? ????? ?? ??????? ??? ????? ????? ??? ???? ??????,,
Male,30 - 39 years old,Married,Bachelor,800 - 999,2 - 4,OpenSooq,4 - 6 times/year,1 - 3,Agree,From online advertisement,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,
Male,30 - 39 years old,Married,Master,800 - 999,5 - 7,OpenSooq,4 - 6 times/year,1 - 3,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,
Female,30 - 39 years old,Single,Master,500 - 799,2 - 4,Others,1 - 3 times/year,1 - 3,Disagree,"Social media applications like Facebook, Instagram and others",Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,,
Male,40 - 49 years old,Married,Diploma,200 - 499,5 - 7,Others,1 - 3 times/year,1 - 3,Agree,"Social media applications like Facebook, Instagram and others",Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,
Male,30 - 39 years old,Married,PHD,1000 or more,5 - 7,Modanisa,1 - 3 times/year,4 - 6,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,
Male,30 - 39 years old,Married,Bachelor,1000 or more,2 - 4,OpenSooq,1 - 3 times/year,1 - 3,Agree,From online advertisement,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,,
Female,20 - 29 years old,Married,Bachelor,200 - 499,2 - 4,Others,4 - 6 times/year,1 - 3,Neutral,"Social media applications like Facebook, Instagram and others",Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,,
Female,40 - 49 years old,Married,Bachelor,800 - 999,5 - 7,Modanisa,1 - 3 times/year,4 - 6,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,
Female,40 - 49 years old,Married,Master,800 - 999,5 - 7,Modanisa,1 - 3 times/year,1 - 3,Agree,"Social media applications like Facebook, Instagram and others",Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,,
Male,30 - 39 years old,Married,Bachelor,1000 or more,2 - 4,OpenSooq,4 - 6 times/year,1 - 3,Disagree,From online advertisement,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Strongly disagree,,
Male,30 - 39 years old,Married,Master,1000 or more,2 - 4,Amazon,1 - 3 times/year,1 - 3,Agree,Other,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,,
Male,30 - 39 years old,Married,PHD,1000 or more,5 - 7,Amazon,7 - 9 times/year,4 - 6,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,,
Female,20 - 29 years old,Married,Bachelor,200 - 499,2 - 4,Others,1 - 3 times/year,1 - 3,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,
Male,20 - 29 years old,Married,Bachelor,200 - 499,2 - 4,Shein,4 - 6 times/year,4 - 6,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,,
Female,40 - 49 years old,Married,Bachelor,1000 or more,5 - 7,Shein,1 - 3 times/year,4 - 6,Agree,Other,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,,
Female,20 - 29 years old,Single,Bachelor,500 - 799,5 - 7,Shein,4 - 6 times/year,10 or more,Strongly Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,,
Female,20 - 29 years old,Single,Bachelor,500 - 799,5 - 7,Shein,4 - 6 times/year,10 or more,Strongly Agree,From online advertisement,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,
Female,20 - 29 years old,Married,Master,500 - 799,2 - 4,Shein,1 - 3 times/year,1 - 3,Strongly Agree,Referred from other website,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly disagree,,
Female,30 - 39 years old,Married,Master,500 - 799,2 - 4,Others,1 - 3 times/year,1 - 3,Agree,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,
Male,20 - 29 years old,Single,Bachelor,800 - 999,2 - 4,Modanisa,7 - 9 times/year,7 - 9,Strongly Agree,From online advertisement,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Agree,Agree,Strongly disagree,Neutral,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,,
Male,40 - 49 years old,Single,Master,800 - 999,5 - 7,ebay,7 - 9 times/year,1 - 3,Agree,"Social media applications like Facebook, Instagram and others",Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly disagree,,
Male,40 - 49 years old,Single,Higher Diploma,500 - 799,5 - 7,OpenSooq,7 - 9 times/year,7 - 9,Strongly Agree,"Social media applications like Facebook, Instagram and others",Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Disagree,,
Female,40 - 49 years old,Single,PHD,800 - 999,5 - 7,Amazon,4 - 6 times/year,4 - 6,Neutral,"Social media applications like Facebook, Instagram and others",Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,,
Male,30 - 39 years old,Married,Master,200 - 499,2 - 4,Esty,10 or more times/year,1 - 3,Neutral,From online advertisement,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,,
Female,30 - 39 years old,Single,Master,200 - 499,5 - 7,Others,1 - 3 times/year,1 - 3,Neutral,Search engines like google,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,
